Invalid_cited_DOI,Cleaned_prefix_DOI
10.1021/jp9098107.http://dx.doi.org/10.1021/jp9098107,10.1021/jp9098107
10.1016/j.ces.2004.01.067.http://dx.doi.org/10.1016/j.ces.2004.01.067,10.1016/j.ces.2004.01.067
10.2478/s11696-009-0110-y.http://dx.doi.org/10.2478/s11696-009-0110-y,10.2478/s11696-009-0110-y
10.1016/j.pestbp.2011.05.006.http://dx.doi.org/10.1016/j.pestbp.2011.05.006,10.1016/j.pestbp.2011.05.006
10.1021/ja00543a040.http://dx.doi.org/10.1021/ja00543a040,10.1021/ja00543a040
10.1016/j.renene.2007.05.001.http://dx.doi.org/10.1016/j.renene.2007.05.001,10.1016/j.renene.2007.05.001
10.1021/ac990055n.http://dx.doi.org/10.1021/ac990055n,10.1021/ac990055n
10.1093/molbev/msr121http://dx.doi.org/10.1093/molbev/msr121,10.1093/molbev/msr121
10.2478/s11686-013-0126-x.http://dx.doi.org/10.2478/s11686-013-0126-x,10.2478/s11686-013-0126-x
10.1016/j.mimet.2010.03.009.http://dx.doi.org/10.1016/j.mimet.2010.03.009,10.1016/j.mimet.2010.03.009
10.2460/javma.232.5.733http://dx.doi.org/10.2460/javma.232.5.733,10.2460/javma.232.5.733
10.1021/je9003965.http://dx.doi.org/10.1021/je9003965,10.1021/je9003965
10.1021/bp060359c.http://dx.doi.org/10.1021/bp060359c,10.1021/bp060359c
10.1016/j.enconman.2009.06.035.http://dx.doi.org/10.1016/j.enconman.2009.06.035,10.1016/j.enconman.2009.06.035
10.1021/ja00975a011.http://dx.doi.org/10.1021/ja00975a011,10.1021/ja00975a011
10.1016/j.matlet.2010.05.002.http://dx.doi.org/10.1016/j.matlet.2010.05.002,10.1016/j.matlet.2010.05.002
10.1016/j.bbrc.2005.07.028.http://dx.doi.org/10.1016/j.bbrc.2005.07.028,10.1016/j.bbrc.2005.07.028
10.1016/j.jpba.2004.02.027.http://dx.doi.org/10.1016/j.jpba.2004.02.027,10.1016/j.jpba.2004.02.027
10.1016/j.jcis.2005.12.021.http://dx.doi.org/10.1016/j.jcis.2005.12.021,10.1016/j.jcis.2005.12.021
10.1016/j.wasman.2008.11.003.http://dx.doi.org/10.1016/j.wasman.2008.11.003,10.1016/j.wasman.2008.11.003
10.1016/j.jfluchem.2009.09.003.http://dx.doi.org/10.1016/j.jfluchem.2009.09.003,10.1016/j.jfluchem.2009.09.003
10.1016/j.apsusc.2012.05.134.http://dx.doi.org/10.1016/j.apsusc.2012.05.134,10.1016/j.apsusc.2012.05.134
10.1021/ac9801723.http://dx.doi.org/10.1021/ac9801723,10.1021/ac9801723
10.1016/0378-3820(95)00065-8.http://dx.doi.org/10.1016/0378-3820(95)00065-8,10.1016/0378-3820(95)00065-8
10.1016/j.ijpara.2004.10.024.http://dx.doi.org/10.1016/j.ijpara.2004.10.024,10.1016/j.ijpara.2004.10.024
10.2478/s11696-013-0310-3.http://dx.doi.org/10.2478/s11696-013-0310-3,10.2478/s11696-013-0310-3
10.1007/s10854-011-0496-5.http://dx.doi.org/10.1007/s10854-011-0496-5,10.1007/s10854-011-0496-5
10.1016/j.apcatb.2010.05.012.http://dx.doi.org/10.1016/j.apcatb.2010.05.012,10.1016/j.apcatb.2010.05.012
10.1002/chem.200601423.http://dx.doi.org/10.1002/chem.200601423,10.1002/chem.200601423
10.2307/3282599.http://dx.doi.org/10.2307/3282599,10.2307/3282599
10.1080/00222930500393368.http://dx.doi.org/10.1080/00222930500393368,10.1080/00222930500393368
10.1016/j.foodchem.2010.11.112.http://dx.doi.org/10.1016/j.foodchem.2010.11.112,10.1016/j.foodchem.2010.11.112
10.1007/s10750-005-1345-4.http://dx.doi.org/10.1007/s10750-005-1345-4,10.1007/s10750-005-1345-4
10.1021/jf062897a.http://dx.doi.org/10.1021/jf062897a,10.1021/jf062897a
10.1016/j.polymer.2007.04.046.http://dx.doi.org/10.1016/j.polymer.2007.04.046,10.1016/j.polymer.2007.04.046
10.1007/s00436-007-0715-4http://dx.doi.org/10.1007/s00436-007-0715-4,10.1007/s00436-007-0715-4
10.1007/s10008-009-0939-6.http://dx.doi.org/10.1007/s10008-009-0939-6,10.1007/s10008-009-0939-6
10.1016/j.jcis.2007.12.033.http://dx.doi.org/10.1016/j.jcis.2007.12.033,10.1016/j.jcis.2007.12.033
10.1007/s00232-013-9531-1.http://dx.doi.org/10.1007/s00232-013-9531-1,10.1007/s00232-013-9531-1
10.1039/c39840000874.http://dx.doi.org/10.1039/c39840000874,10.1039/c39840000874
10.1021/la803192z.http://dx.doi.org/10.1021/la803192z,10.1021/la803192z
10.1021/ed046p547.http://dx.doi.org/10.1021/ed046p547,10.1021/ed046p547
10.1002/aic.690140124.http://dx.doi.org/10.1002/aic.690140124,10.1002/aic.690140124
10.1002/adma.200802106.http://dx.doi.org/10.1002/adma.200802106,10.1002/adma.200802106
10.1016/j.apcata.2012.07.034.http://dx.doi.org/10.1016/j.apcata.2012.07.034,10.1016/j.apcata.2012.07.034
10.2478/s11696-010-0019-5.http://dx.doi.org/10.2478/s11696-010-0019-5,10.2478/s11696-010-0019-5
10.1002/bit.20107.http://dx.doi.org/10.1002/bit.20107,10.1002/bit.20107
10.1016/j.jchromb.2004.05.029.http://dx.doi.org/10.1016/j.jchromb.2004.05.029,10.1016/j.jchromb.2004.05.029
10.1007/s11230-005-5484-9.http://dx.doi.org/10.1007/s11230-005-5484-9,10.1007/s11230-005-5484-9
10.2478/s11696-011-0013-6.http://dx.doi.org/10.2478/s11696-011-0013-6,10.2478/s11696-011-0013-6
10.1007/s004360050664.http://dx.doi.org/10.1007/s004360050664,10.1007/s004360050664
10.1016/j.saa.2005.04.015.http://dx.doi.org/10.1016/j.saa.2005.04.015,10.1016/j.saa.2005.04.015
10.1016/j.envpol.2005.04.038.http://dx.doi.org/10.1016/j.envpol.2005.04.038,10.1016/j.envpol.2005.04.038
10.1007/s11230-010-9229-z.http://dx.doi.org/10.1007/s11230-010-9229-z,10.1007/s11230-010-9229-z
10.1016/j.chroma.2006.04.027.http://dx.doi.org/10.1016/j.chroma.2006.04.027,10.1016/j.chroma.2006.04.027
10.1021/ic50074a036.http://dx.doi.org/10.1021/ic50074a036,10.1021/ic50074a036
10.3347/kjp.2008.46.2.105.http://dx.doi.org/10.3347/kjp.2008.46.2.105,10.3347/kjp.2008.46.2.105
10.2478/s11696-011-0017-2.http://dx.doi.org/10.2478/s11696-011-0017-2,10.2478/s11696-011-0017-2
10.1016/j.bbadis.2009.01.014.http://dx.doi.org/10.1016/j.bbadis.2009.01.014,10.1016/j.bbadis.2009.01.014
10.1080/15226514.2011.620650.http://dx.doi.org/10.1080/15226514.2011.620650,10.1080/15226514.2011.620650
10.1016/j.electacta.2006.05.024.http://dx.doi.org/10.1016/j.electacta.2006.05.024,10.1016/j.electacta.2006.05.024
10.1016/j.tsf.2012.12.020.http://dx.doi.org/10.1016/j.tsf.2012.12.020,10.1016/j.tsf.2012.12.020
10.1016/j.tetlet.2012.05.048.http://dx.doi.org/10.1016/j.tetlet.2012.05.048,10.1016/j.tetlet.2012.05.048
10.1007/s00436-003-1068-2http://dx.doi.org/10.1007/s00436-003-1068-2,10.1007/s00436-003-1068-2
10.1016/j.foodchem.2012.02.093.http://dx.doi.org/10.1016/j.foodchem.2012.02.093,10.1016/j.foodchem.2012.02.093
10.1039/b102091i.http://dx.doi.org/10.1039/b102091i,10.1039/b102091i
10.1021/la035212z.http://dx.doi.org/10.1021/la035212z,10.1021/la035212z
10.2478/s11696-007-0041-4.http://dx.doi.org/10.2478/s11696-007-0041-4,10.2478/s11696-007-0041-4
"10.1002/joc.1815,http://dx.doi.org/10.1002/joc.1815","10.1002/joc.1815,"
10.1039/c2ce25257k.http://dx.doi.org/10.1039/c2ce25257k,10.1039/c2ce25257k
10.1016/j.langsci.2018.04.005.https://doi.org/10.1016/j.langsci.2018.04.005,10.1016/j.langsci.2018.04.005
10.2478/s11686-011-0028-8.http://dx.doi.org/10.2478/s11686-011-0028-8,10.2478/s11686-011-0028-8
10.1016/j.talanta.2004.08.024.http://dx.doi.org/10.1016/j.talanta.2004.08.024,10.1016/j.talanta.2004.08.024
10.1021/ja00054a043.http://dx.doi.org/10.1021/ja00054a043,10.1021/ja00054a043
10.1016/j.jhazmat.2008.05.154.http://dx.doi.org/10.1016/j.jhazmat.2008.05.154,10.1016/j.jhazmat.2008.05.154
10.1139/v03-044.http://dx.doi.org/10.1139/v03-044,10.1139/v03-044
10.1016/j.polymdegradstab.2004.04.012.http://dx.doi.org/10.1016/j.polymdegradstab.2004.04.012,10.1016/j.polymdegradstab.2004.04.012
10.1007/s10973-005-0603-z.http://dx.doi.org/10.1007/s10973-005-0603-z,10.1007/s10973-005-0603-z
10.1351/pac200274050857.http://dx.doi.org/10.1351/pac200274050857,10.1351/pac200274050857
10.1049/ip-cta:20045250.http://dx.doi.org/10.1049/ip-cta:20045250,10.1049/ip-cta:20045250
10.1149/1.1433750.http://dx.doi.org/10.1149/1.1433750,10.1149/1.1433750
10.1016/j.ijpara.2006.12.008http://dx.doi.org/10.1016/j.ijpara.2006.12.008,10.1016/j.ijpara.2006.12.008
10.1016/j.jhazmat.2006.12.029.http://dx.doi.org/10.1016/j.jhazmat.2006.12.029,10.1016/j.jhazmat.2006.12.029
10.1111/ane.12060http://dx.doi.org/10.1111/ane.12060,10.1111/ane.12060
10.1021/la030161r.http://dx.doi.org/10.1021/la030161r,10.1021/la030161r
10.1002/jcb.22992.http://dx.doi.org/10.1002/jcb.22992,10.1002/jcb.22992
10.1007/s00436-011-2281-z.http://dx.doi.org/10.1007/s00436-011-2281-z,10.1007/s00436-011-2281-z
10.1016/j.apcata.2008.08.011.http://dx.doi.org/10.1016/j.apcata.2008.08.011,10.1016/j.apcata.2008.08.011
10.1021/np0680578.http://dx.doi.org/10.1021/np0680578,10.1021/np0680578
10.1016/j.apsoil.2006.11.003http://dx.doi.org/10.1016/j.apsoil.2006.11.003,10.1016/j.apsoil.2006.11.003
10.1016/s0378-1097(02)00895-9.http://dx.doi.org/10.1111/j.1574-6968.2002.tb11358.x,10.1111/j.1574-6968.2002.tb11358.x
10.1016/j.jcis2004.02.093.http://dx.doi.org/10.1016/j.jcis.2004.02.093,10.1016/j.jcis2004.02.093
10.1039/b001246g.http://dx.doi.org/10.1039/b001246g,10.1039/b001246g
10.1007/s00436-007-0711-8http://dx.doi.org/10.1007/s00436-007-0711-8,10.1007/s00436-007-0711-8
10.1021/jp067370f.http://dx.doi.org/10.1021/jp067370f,10.1021/jp067370f
10.1016/j.colsurfb.2013.08.013.http://dx.doi.org/10.1016/j.colsurfb.2013.08.013,10.1016/j.colsurfb.2013.08.013
10.1021/ja00133a008.http://dx.doi.org/10.1021/ja00133a008,10.1021/ja00133a008
10.1016/0044-8486(82)90170-3.http://dx.doi.org/10.1016/0044-8486(82)90170-3,10.1016/0044-8486(82)90170-3
10.1186/1475-9268-3-2.http://dx.doi.org/10.1186/1475-9268-3-2,10.1186/1475-9268-3-2
10.1039/b816681c.http://dx.doi.org/10.1039/b816681c,10.1039/b816681c
10.1016/j.talanta.2004.12.024.http://dx.doi.org/10.1016/j.talanta.2004.12.024,10.1016/j.talanta.2004.12.024
10.1016/j.apsusc.2007.10.033.http://dx.doi.org/10.1016/j.apsusc.2007.10.033,10.1016/j.apsusc.2007.10.033
10.1016/j.radmeas.2006.04.019.http://dx.doi.org/10.1016/j.radmeas.2006.04.019,10.1016/j.radmeas.2006.04.019
10.1021/es00023a003.http://dx.doi.org/10.1021/es00023a003,10.1021/es00023a003
10.1016/j.jinorgbio.2006.03.010.http://dx.doi.org/10.1016/j.jinorgbio.2006.03.010,10.1016/j.jinorgbio.2006.03.010
10.1016/j.vetpar.2006.03.022http://dx.doi.org/10.1016/j.vetpar.2006.03.022,10.1016/j.vetpar.2006.03.022
10.1016/j.jlumin.2007.02.054.http://dx.doi.org/10.1016/j.jlumin.2007.02.054,10.1016/j.jlumin.2007.02.054
10.5006/1.3280482.http://dx.doi.org/10.5006/1.3280482,10.5006/1.3280482
10.1021/ja00193a077.http://dx.doi.org/10.1021/ja00193a077,10.1021/ja00193a077
10.4103/0377-4929.107813.http://dx.doi.org/10.4103/0377-4929.107813,10.4103/0377-4929.107813
10.1016/j.biomaterials.2009.01.014.http://dx.doi.org/10.1016/j.biomaterials.2009.01.014,10.1016/j.biomaterials.2009.01.014
10.1111/j.1095-8649.2008.01800.x.http://dx.doi.org/10.1111/j.1095-8649.2008.01800.x,10.1111/j.1095-8649.2008.01800.x
10.3347/kjp.2010.48.3.267.http://dx.doi.org/10.3347/kjp.2010.48.3.267,10.3347/kjp.2010.48.3.267
10.1007/s002890050277.http://dx.doi.org/10.1007/s002890050277,10.1007/s002890050277
10.1351/pac199769020329.http://dx.doi.org/10.1351/pac199769020329,10.1351/pac199769020329
10.1016/j.vetpar.2005.11.015.http://dx.doi.org/10.1016/j.vetpar.2005.11.015,10.1016/j.vetpar.2005.11.015
10.1007/s10971-009-1906-5.http://dx.doi.org/10.1007/s10971-009-1906-5,10.1007/s10971-009-1906-5
10.1021/i260016a012.http://dx.doi.org/10.1021/i260016a012,10.1021/i260016a012
10.1016/j.ijpharm.2009.09.034.http://dx.doi.org/10.1016/j.ijpharm.2009.09.034,10.1016/j.ijpharm.2009.09.034
10.1080/10236660701799419.http://dx.doi.org/10.1080/10236660701799419,10.1080/10236660701799419
10.1080/02827589950152692.http://dx.doi.org/10.1080/02827589950152692,10.1080/02827589950152692
10.1080/07370650600672082.http://dx.doi.org/10.1080/07370650600672082,10.1080/07370650600672082
10.1080/00397910008087072.http://dx.doi.org/10.1080/00397910008087072,10.1080/00397910008087072
10.1016/j.jpba.2005.05.035.http://dx.doi.org/10.1016/j.jpba.2005.05.035,10.1016/j.jpba.2005.05.035
10.1080/0306731031000078.http://dx.doi.org/10.1080/0306731031000078,10.1080/0306731031000078
10.1016/j.ccr.2010.11.006.http://dx.doi.org/10.1016/j.ccr.2010.11.006,10.1016/j.ccr.2010.11.006
10.1016/j.vetpar.2009.06.031http://dx.doi.org/10.1016/j.vetpar.2009.06.031,10.1016/j.vetpar.2009.06.031
10.1007/s10342-005-0085-3.http://dx.doi.org/10.1007/s10342-005-0085-3,10.1007/s10342-005-0085-3
10.1016/j.jinorgbio.2004.03.019.http://dx.doi.org/10.1016/j.jinorgbio.2004.03.019,10.1016/j.jinorgbio.2004.03.019
10.1021/la904413h.http://dx.doi.org/10.1021/la904413h,10.1021/la904413h
10.1016/j.dyepig.2010.09.009.http://dx.doi.org/10.1016/j.dyepig.2010.09.009,10.1016/j.dyepig.2010.09.009
10.1007/s10562-011-0594-2.http://dx.doi.org/10.1007/s10562-011-0594-2,10.1007/s10562-011-0594-2
10.1021/jp8112683.http://dx.doi.org/10.1021/jp8112683,10.1021/jp8112683
10.1021/nl2011593.http://dx.doi.org/10.1021/nl2011593,10.1021/nl2011593
10.1002/marc.200500760.http://dx.doi.org/10.1002/marc.200500760,10.1002/marc.200500760
10.1016/j.jchromb.2006.05.017.http://dx.doi.org/10.1016/j.jchromb.2006.05.017,10.1016/j.jchromb.2006.05.017
10.2478/s11696-011-0104-4.http://dx.doi.org/10.2478/s11696-011-0104-4,10.2478/s11696-011-0104-4
10.1016/j.tet.2003.10.071.http://dx.doi.org/10.1016/j.tet.2003.10.071,10.1016/j.tet.2003.10.071
10.1002/app.20652.http://dx.doi.org/10.1002/app.20652,10.1002/app.20652
10.1007/s10904-010-9405-2.http://dx.doi.org/10.1007/s10904-010-9405-2,10.1007/s10904-010-9405-2
10.1016/j.ces.2009.05.010.http://dx.doi.org/10.1016/j.ces.2009.05.010,10.1016/j.ces.2009.05.010
10.1016/j.aquaculture.2010.08.008.http://dx.doi.org/10.1016/j.aquaculture.2010.08.008,10.1016/j.aquaculture.2010.08.008
10.1016/0305-4403(84)90001-3.http://dx.doi.org/10.1016/0305-4403(84)90001-3,10.1016/0305-4403(84)90001-3
10.1039/b806787b.http://dx.doi.org/10.1039/b806787b,10.1039/b806787b
10.1007/s10228-006-0367-x.http://dx.doi.org/10.1007/s10228-006-0367-x,10.1007/s10228-006-0367-x
10.1002/mrm.1910160107.http://dx.doi.org/10.1002/mrm.1910160107,10.1002/mrm.1910160107
10.1292/jvms.12-0025http://dx.doi.org/10.1292/jvms.12-0025,10.1292/jvms.12-0025
10.1002/elan.200603791.http://dx.doi.org/10.1002/elan.200603791,10.1002/elan.200603791
10.1038/nature01346.http://dx.doi.org/10.1038/nature01346,10.1038/nature01346
10.1016/j.jhazmat.2007.10.102.http://dx.doi.org/10.1016/j.jhazmat.2007.10.102,10.1016/j.jhazmat.2007.10.102
10.1016/0248-4900(96)81320-7.http://dx.doi.org/10.1016/0248-4900(96)81320-7,10.1016/0248-4900(96)81320-7
10.1016/j.memsci.2010.01.021.http://dx.doi.org/10.1016/j.memsci.2010.01.021,10.1016/j.memsci.2010.01.021
10.1039/c1dt11030f.http://dx.doi.org/10.1039/c1dt11030f,10.1039/c1dt11030f
10.1021/ac034789i.http://dx.doi.org/10.1021/ac034789i,10.1021/ac034789i
10.1517/14656566.3.8.1117http://dx.doi.org/10.1517/14656566.3.8.1117,10.1517/14656566.3.8.1117
10.1021/ic50213a045.http://dx.doi.org/10.1021/ic50213a045,10.1021/ic50213a045
10.1016/j.jbiosc.2009.10.013.http://dx.doi.org/10.1016/j.jbiosc.2009.10.013,10.1016/j.jbiosc.2009.10.013
10.1021/jo00132a014.http://dx.doi.org/10.1021/jo00132a014,10.1021/jo00132a014
10.1016/j.tetlet.2005.12.009.http://dx.doi.org/10.1016/j.tetlet.2005.12.009,10.1016/j.tetlet.2005.12.009
10.1007/s00436-012-2897-7.http://dx.doi.org/10.1007/s00436-012-2897-7,10.1007/s00436-012-2897-7
10.1016/j.sna.2009.02.037.http://dx.doi.org/10.1016/j.sna.2009.02.037,10.1016/j.sna.2009.02.037
10.2478/s11696-011-0020-7.http://dx.doi.org/10.2478/s11696-011-0020-7,10.2478/s11696-011-0020-7
10.1016/j.pt.2005.08.001.http://dx.doi.org/10.1016/j.pt.2005.08.001,10.1016/j.pt.2005.08.001
10.1016/j.rvsc.2007.09.001.http://dx.doi.org/10.1016/j.rvsc.2007.09.001,10.1016/j.rvsc.2007.09.001
10.1007/s10658-012-9959-7http://dx.doi.org/10.1007/s10658-012-9959-7,10.1007/s10658-012-9959-7
10.1016/j.apcata.2004.09.002.http://dx.doi.org/10.1016/j.apcata.2004.09.002,10.1016/j.apcata.2004.09.002
10.1021/jm010399h.http://dx.doi.org/10.1021/jm010399h,10.1021/jm010399h
10.1016/j.vetpar.2008.06.019.http://dx.doi.org/10.1016/j.vetpar.2008.06.019,10.1016/j.vetpar.2008.06.019
10.1016/j.biotechadv.2011.05.001.http://dx.doi.org/10.1016/j.biotechadv.2011.05.001,10.1016/j.biotechadv.2011.05.001
10.1016/j.cherd.2009.04.008.http://dx.doi.org/10.1016/j.cherd.2009.04.008,10.1016/j.cherd.2009.04.008
10.1016/j.ab.2005.01.017.http://dx.doi.org/10.1016/j.ab.2005.01.017,10.1016/j.ab.2005.01.017
10.1002/hlca.200790200.http://dx.doi.org/10.1002/hlca.200790200,10.1002/hlca.200790200
10.1016/0892-6875(96)00096-9.http://dx.doi.org/10.1016/0892-6875(96)00096-9,10.1016/0892-6875(96)00096-9
10.3168/jds.2007-0539.http://dx.doi.org/10.3168/jds.2007-0539,10.3168/jds.2007-0539
10.1007/s12325-008-0063-5.http://dx.doi.org/10.1007/s12325-008-0063-5,10.1007/s12325-008-0063-5
10.1007/s00436-010-2067-8http://dx.doi.org/10.1007/s00436-010-2067-8,10.1007/s00436-010-2067-8
10.1016/j.jtice.2011.02.002.http://dx.doi.org/10.1016/j.jtice.2011.02.002,10.1016/j.jtice.2011.02.002
10.1016/j.bmcl.2004.12.012.http://dx.doi.org/10.1016/j.bmcl.2004.12.012,10.1016/j.bmcl.2004.12.012
10.1021/cr960406n.http://dx.doi.org/10.1021/cr960406n,10.1021/cr960406n
10.1016/j.desal.2010.06.014.http://dx.doi.org/10.1016/j.desal.2010.06.014,10.1016/j.desal.2010.06.014
10.1016/j.vetpar.2005.10.006http://dx.doi.org/10.1016/j.vetpar.2005.10.006,10.1016/j.vetpar.2005.10.006
10.1016/j.molbiopara.2006.03.014http://dx.doi.org/10.1016/j.molbiopara.2006.03.014,10.1016/j.molbiopara.2006.03.014
10.1007/s11230-007-9121-7.http://dx.doi.org/10.1007/s11230-007-9121-7,10.1007/s11230-007-9121-7
10.1016/j.cej.2007.04.029.http://dx.doi.org/10.1016/j.cej.2007.04.029,10.1016/j.cej.2007.04.029
10.1163/156854107781487260http://dx.doi.org/10.1163/156854107781487260,10.1163/156854107781487260
10.2478/s11696-010-0081-z.http://dx.doi.org/10.2478/s11696-010-0081-z,10.2478/s11696-010-0081-z
10.1111/j.1439-0426.2008.01132.x.http://dx.doi.org/10.1111/j.1439-0426.2008.01132.x,10.1111/j.1439-0426.2008.01132.x
10.1002/pola.24647.http://dx.doi.org/10.1002/pola.24647,10.1002/pola.24647
10.1016/j.memsci.2008.04.043.http://dx.doi.org/10.1016/j.memsci.2008.04.043,10.1016/j.memsci.2008.04.043
10.1016/0022-0728(95)04303-9.http://dx.doi.org/10.1016/0022-0728(95)04303-9,10.1016/0022-0728(95)04303-9
10.1146/annurev.bi.32.070163.002035.http://dx.doi.org/10.1146/annurev.bi.32.070163.002035,10.1146/annurev.bi.32.070163.002035
10.1016/j.crop.2003.11.005http://dx.doi.org/10.1016/j.cropro.2003.11.005,10.1016/j.cropro.2003.11.005
10.1016/j.actatropica.2014.03.016http://dx.doi.org/10.1016/j.actatropica.2014.03.016,10.1016/j.actatropica.2014.03.016
10.1016/j.ccr.2004.04.008.http://dx.doi.org/10.1016/j.ccr.2004.04.008,10.1016/j.ccr.2004.04.008
10.1016/j.phymed.2004.07.002.http://dx.doi.org/10.1016/j.phymed.2004.07.002,10.1016/j.phymed.2004.07.002
10.1016/j.jseaes.2011.05.019.http://dx.doi.org/10.1016/j.jseaes.2011.05.019,10.1016/j.jseaes.2011.05.019
10.1016/j.vetpar.2010.04.017http://dx.doi.org/10.1016/j.vetpar.2010.04.017,10.1016/j.vetpar.2010.04.017
10.1016/j.vetpar.http://dx.doi.org/10.1016/j.vetpar.2005.10.019,10.1016/j.vetpar.2005.10.019
10.1021/jp048374s.http://dx.doi.org/10.1021/jp048374s,10.1021/jp048374s
10.1016/j.synthmet.2004.12.022.http://dx.doi.org/10.1016/j.synthmet.2004.12.022,10.1016/j.synthmet.2004.12.022
10.1111/j.2042-3306.1999.tb03793.xhttp://dx.doi.org/10.1111/j.2042-3306.1999.tb03793.x,10.1111/j.2042-3306.1999.tb03793.x
10.1021/jo01335a011.http://dx.doi.org/10.1021/jo01335a011,10.1021/jo01335a011
10.1021/es050018f.http://dx.doi.org/10.1021/es050018f,10.1021/es050018f
10.1016/j.jhazmat.2006.09.012.http://dx.doi.org/10.1016/j.jhazmat.2006.09.012,10.1016/j.jhazmat.2006.09.012
10.2307/3282717.http://dx.doi.org/10.2307/3282717,10.2307/3282717
10.1111/j.1365-2761.2006.00770.xhttp://dx.doi.org/10.1111/j.1365-2761.2006.00770.x,10.1111/j.1365-2761.2006.00770.x
10.1016/j.synthmetal.2005.08.031.http://dx.doi.org/10.1016/j.synthmet.2005.08.031,10.1016/j.synthmetal.2005.08.031
10.1002/cssc.201300398.http://dx.doi.org/10.1002/cssc.201300398,10.1002/cssc.201300398
10.1016/j.pt.2006.04.004http://dx.doi.org/10.1016/j.pt.2006.04.004,10.1016/j.pt.2006.04.004
10.1002/pola.24995.http://dx.doi.org/10.1002/pola.24995,10.1002/pola.24995
10.1016/j.parint.2005.02.002http://dx.doi.org/10.1016/j.parint.2005.02.002,10.1016/j.parint.2005.02.002
10.1016/j.jcat.2010.06.001.http://dx.doi.org/10.1016/j.jcat.2010.06.001,10.1016/j.jcat.2010.06.001
10.1021/jo901108u.http://dx.doi.org/10.1021/jo901108u,10.1021/jo901108u
10.1016/j.quageo.2010.08.004.http://dx.doi.org/10.1016/j.quageo.2010.08.004,10.1016/j.quageo.2010.08.004
10.1039/c39790000635.http://dx.doi.org/10.1039/c39790000635,10.1039/c39790000635
10.1016/j.jcis.2004.07.006.http://dx.doi.org/10.1016/j.jcis.2004.07.006,10.1016/j.jcis.2004.07.006
10.1007/s00251-005-0803-5.http://dx.doi.org/10.1007/s00251-005-0803-5,10.1007/s00251-005-0803-5
10.3390/molecules16053597.http://dx.doi.org/10.3390/molecules16053597,10.3390/molecules16053597
10.2478/s11687-012-0039-5http://dx.doi.org/10.2478/s11687-012-0039-5,10.2478/s11687-012-0039-5
10.1016/j.desal.2007.01.002.http://dx.doi.org/10.1016/j.desal.2007.01.002,10.1016/j.desal.2007.01.002
10.1111/j.1551-2916.2005.00382.x.http://dx.doi.org/10.1111/j.1551-2916.2005.00382.x,10.1111/j.1551-2916.2005.00382.x
10.1002/cbdv.201100322.http://dx.doi.org/10.1002/cbdv.201100322,10.1002/cbdv.201100322
10.1021/jp0640777.http://dx.doi.org/10.1021/jp0640777,10.1021/jp0640777
10.1021/ac050227i.http://dx.doi.org/10.1021/ac050227i,10.1021/ac050227i
10.1021/jp108403r.http://dx.doi.org/10.1021/jp108403r,10.1021/jp108403r
10.1205/cherd.05211.http://dx.doi.org/10.1205/cherd.05211,10.1205/cherd.05211
10.1016/0043-1354(76)90036-1.http://dx.doi.org/10.1016/0043-1354(76)90036-1,10.1016/0043-1354(76)90036-1
10.1016/j.tsf.2004.11.077.http://dx.doi.org/10.1016/j.tsf.2004.11.077,10.1016/j.tsf.2004.11.077
10.1002/ps.476.http://dx.doi.org/10.1002/ps.476,10.1002/ps.476
10.1039/b207574c.http://dx.doi.org/10.1039/b207574c,10.1039/b207574c
10.1016/j.molcata.2005.01.043.http://dx.doi.org/10.1016/j.molcata.2005.01.043,10.1016/j.molcata.2005.01.043
10.1016/j.carbon.2010.04.035.http://dx.doi.org/10.1016/j.carbon.2010.04.035,10.1016/j.carbon.2010.04.035
10.2478/s11756-012-0069-y.http://dx.doi.org/10.2478/s11756-011-0155-6,10.2478/s11756-012-0069-y
10.2478/s11687-010-0024-9.http://dx.doi.org/10.2478/s11687-010-0024-9,10.2478/s11687-010-0024-9
10.1007/s100080050159.http://dx.doi.org/10.1007/s100080050159,10.1007/s100080050159
10.1007/s12011-012-9321-0.http://dx.doi.org/10.1007/s12011-012-9321-0,10.1007/s12011-012-9321-0
10.1016/j.ejmech.2007.09.014.http://dx.doi.org/10.1016/j.ejmech.2007.09.014,10.1016/j.ejmech.2007.09.014
10.1007/122007123.http://dx.doi.org/10.1007/12_2007_123,10.1007/12_2007_123
10.1016/j.chemosphere.2008.12.016.http://dx.doi.org/10.1016/j.chemosphere.2008.12.016,10.1016/j.chemosphere.2008.12.016
10.1007/s10973-005-0663-0.http://dx.doi.org/10.1007/s10973-005-0663-0,10.1007/s10973-005-0663-0
10.1111/j.1095-8312.2009.01302.x.http://dx.doi.org/10.1111/j.1095-8312.2009.01302.x,10.1111/j.1095-8312.2009.01302.x
10.1016/j.jpurol.2013.06.010http://dx.doi.org/10.1016/j.jpurol.2013.06.010,10.1016/j.jpurol.2013.06.010
10.1021/ie960787v.http://dx.doi.org/10.1021/ie960787v,10.1021/ie960787v
10.1016/j.ijpara.2007.08.005.http://dx.doi.org/10.1016/j.ijpara.2007.08.005,10.1016/j.ijpara.2007.08.005
10.1654/4093.http://dx.doi.org/10.1654/4093,10.1654/4093
10.1196/annals.1352.035.http://dx.doi.org/10.1196/annals.1352.035,10.1196/annals.1352.035
10.1007/s00348-010-0989-7.http://dx.doi.org/10.1007/s00348-010-0989-7,10.1007/s00348-010-0989-7
