Valid_citing_DOI,Invalid_cited_DOI,Valid_DOI,Already_valid,Prefix_error,Suffix_error,Other-type_error
10.1049/htl.2018.5055,10.3923/ajit.2016.199.210,,0,0,0,0
10.1080/09540121.2017.1281879,10.1007/s10461-010-9683-0,,0,0,0,0
10.3389/fncel.2015.00302,10.1002/(sici)1097-0231(19980615)12:11683::aid-rcm2183.0.co;2-n,,0,0,0,0
10.1080/10646175.2013.857369,10.1111/j.1753–9137.2010.01090.x,,0,0,0,0
10.1177/1369148118768188,10.1057/s41295-017-0111-0.,10.1057/S41295-017-0111-0,0,0,1,0
10.1161/strokeaha.111.000466,10.1161/str.32.9.2137,,0,0,0,0
10.1161/01.hyp.34.3.415,10.1161/hyp.29.4.999,,0,0,0,0
10.1145/2020976.2020990,10.5555/645482.653457,,0,0,0,0
10.1161/01.cir.82.3.709,10.1161/circ.54.1.1277411,,0,0,0,0
10.1145/3433148.3433151,10.5555/2017264.2017272,,0,0,0,0
10.1177/1550059418767584,10.1016/j.pscychresns.2004.06.008.,10.1016/J.PSCYCHRESNS.2004.06.008,0,0,1,0
10.1161/01.hyp.0000100443.09293.4f,10.1161/res.88.2.e14,,0,0,0,0
10.1155/2013/862628,10.1007/112-2006-0606,,0,0,0,0
10.1161/01.cir.0000109481.73788.2e,10.1161/circ.54.5.975472,,0,0,0,0
10.1186/s41938-020-00270-9,10.3923/ajps.3013.1.10,,0,0,0,0
10.2478/s11696-014-0541-y,10.1021/ef9700339.http://dx.doi.org/10.1021/ef9700339,10.1021/EF9700339,0,1,0,0
10.1063/5.0020445,10.1063/1.5116280,10.1063/1.5116280,1,0,0,0
10.1111/jep.12260,10.1186/1472‐6963‐8‐147,,0,0,0,0
10.1161/circresaha.116.305697,10.1161/hyp.37.2.670,,0,0,0,0
10.1080/01973533.2013.803966,10.1037/0022–3514.73.4.805,,0,0,0,0
10.1186/s12879-018-3587-6,10.1186/s12879-015-0956-2.,10.1186/S12879-015-0956-2,0,0,1,0
10.1007/s10508-019-01547-3,10.1080/10720162.2013.772874,,0,0,0,0
10.1145/3287560.3287564,10.5555/3122009.3122023,,0,0,0,0
10.1161/01.atv.0000231518.86795.0f,10.1161/res.88.3.325,,0,0,0,0
10.1007/978-3-319-60366-7_33,10.1145/249962,,0,0,0,0
10.1080/01436597.2018.1432351,10.1016/j.jclepro.2012.12.025.,10.1016/J.JCLEPRO.2012.12.025,0,0,1,0
10.1161/circep.108.846022,10.1161/res.64.3.2917378,,0,0,0,0
10.1089/wound.2019.1103,10.3791/50405.,10.3791/50405,0,0,1,0
10.1161/01.cir.91.3.776,10.1161/circ.54.3.947567,,0,0,0,0
10.1111/anzs.12294,10.3141/1771‐06.,,0,0,0,0
10.1099/mic.0.044461-0,10.1136/vr.123.13.350.,10.1136/VR.123.13.350,0,0,1,0
10.1155/2015/521481,10.1136/bmj.38313.513310.f7,,0,0,0,0
10.1161/hypertensionaha.111.188714,10.1161/res.39.6.1000771,,0,0,0,0
10.1080/10410236.2019.1683952,10.1080/1357628005007543,,0,0,0,0
10.1145/3242734.3242736,10.5555/767802.769249,,0,0,0,0
10.2307/40166729,10.2307/2459653,,0,0,0,0
10.1161/circulationaha.109.893107,10.1161/res.67.4.2208618,,0,0,0,0
10.1002/2013wr013871,10.1111/j.1745‐6584.1980.tb03397.x,,0,0,0,0
10.1016/j.rhm.2015.06.013,10.1016/50140-6736(11)61786-8,,0,0,0,0
10.1190/int-2020-0016.1,10.1130/2005.2394(08),,0,0,0,0
10.1007/s12668-020-00786-2,10.15171/apb.2016.006,,0,0,0,0
10.1074/jbc.m010211200,10.1101/gad.14.9.1048,,0,0,0,0
10.31680/gaunjss.518094,10.1007/s10964-008-9309-4.,10.1007/S10964-008-9309-4,0,0,1,0
10.1161/01.res.82.11.1111,10.1161/circ.96.5.1580,,0,0,0,0
10.1161/01.cir.57.3.634,10.1161/circ.53.2.1245036,,0,0,0,0
10.1161/strokeaha.107.181486,10.1161/str.30.3.508,,0,0,0,0
10.1161/01.str.30.3.495,10.1161/str.26.12.2222,,0,0,0,0
10.1007/s11165-018-9760-5,10.1007/sl0956-005-7198-9,,0,0,0,0
10.1161/01.cir.61.3.568,10.1161/circ.57.3.564244,,0,0,0,0
10.1161/01.cir.75.4.733,10.1161/circ.38.5.987,,0,0,0,0
10.1161/01.cir.0000145118.55201.15,10.1161/atvb.22.2.300,,0,0,0,0
10.3748/wjg.v21.i28.8670,10.1007//s00464-011-1866-z,,0,0,0,0
10.1071/cp11282,10.33584/jnzg.2003.65.2511,10.33584/jnzg.2003.65.2511,1,0,0,0
10.3389/fimmu.2020.00699,10.1111/j.1749–6632.2012.06606.x,,0,0,0,0
10.1161/hypertensionaha.115.06370,10.1161/circ.99.13.1685,,0,0,0,0
10.1161/01.str.0000142132.20442.d8,10.1161/atv91.13.4.8466883,,0,0,0,0
10.1093/ee/37.2.494,10.1093/jee/98.3.988,,0,0,0,0
10.1145/2901318.2901332,10.5555/2591305.2591307,,0,0,0,0
10.1145/2557500.2557524,10.5555/1562524.1562599,,0,0,0,0
10.1111/j.1574-6976.2011.00306.x,10.3201/eid1701.091101p1,,0,0,0,0
10.1177/1032373219862615,10.1016/j.cpa.2018.11.001.,10.1016/J.CPA.2018.11.001,0,0,1,0
10.1007/s40259-020-00433-y,10.1016/j.did.2019.11.004,,0,0,0,0
10.1161/01.atv.0000252842.57585.df,10.1161/circ.104.15.1814,,0,0,0,0
10.1161/01.str.21.9.1370,10.1161/str.18.6.3686585,,0,0,0,0
10.4161/psb.6.7.15484,10.1111/j-13653020.2011.02286.x,,0,0,0,0
10.1007/978-3-030-29384-0_17,10.1145/3317958.3318228,10.1145/3317958.3318228,1,0,0,0
10.1007/s12042-020-09275-y,10.1016/j.jprot2013.01.20,,0,0,0,0
10.1161/hh0402.105372,10.1161/str.30.9.1933,,0,0,0,0
10.1161/01.res.51.4.479,10.1161/res.47.6.6108164,,0,0,0,0
10.1177/1356389015623125,10.1515/9780804795722,10.1515/9780804795722,1,0,0,0
10.1161/01.atv.18.8.1312,10.1161/res.79.4.857,,0,0,0,0
10.1080/01431161.2019.1620971,10.3964/j.issn.1000-0593(2016)07-2217-07,,0,0,0,0
10.1002/9781119057840.ch104,10.1037/0033‐2909.130.4.601,,0,0,0,0
10.3835/plantgenome2015.03.0011,10.1007/s10577‐006‐1106‐x,,0,0,0,0
10.1515/eces-2019-0019,10.3390/5040043,,0,0,0,0
10.1891/0730-0832.30.5.291,10.1016/j.pedsurg.2008.08.067,,0,0,0,0
10.1007/s00040-018-0624-9,10.2307/2346101,,0,0,0,0
10.1161/01.cir.93.7.1388,10.1161/circ.85.1.1728446,,0,0,0,0
10.1145/258949.258967,10.5555/647698.734146,,0,0,0,0
10.1161/01.hyp.34.1.44,10.1161/circ.89.5.8181143,,0,0,0,0
10.1007/s11356-020-08258-6,10.1007/s12665009-0132-3,,0,0,0,0
10.1161/01.cir.58.5.842,10.1161/circ.51.6.1132102,,0,0,0,0
10.1161/01.res.82.1.13,10.1161/circ.89.1.8281685,,0,0,0,0
10.1038/srep30780,10.1164/arrd.1969.99.1.13,,0,0,0,0
10.2307/1296623,10.2307/1735251,,0,0,0,0
10.1161/01.hyp.1.2.125,10.1161/res.41.6.923033,,0,0,0,0
10.1007/s10964-020-01270-6,10.1037//00223514.53.6.1146,,0,0,0,0
10.1145/974121.974140,10.5555/645505.656434,,0,0,0,0
10.1161/01.cir.96.9.3215,10.1161/circ.79.4.2647318,,0,0,0,0
10.1007/s10964-020-01321-y,10.1891/0886-6708,,0,0,0,0
10.2307/4090411,10.2307/2640698,,0,0,0,0
10.1145/2993236.2993248,10.5555/646785.706235,,0,0,0,0
10.1161/circulationaha.113.005062,10.1161/res.87.9.789,,0,0,0,0
10.1177/0016986215599057,10.1111/j.14679280.2007.01929.x,,0,0,0,0
10.1049/mnl.2018.5689,10.1038/s41598‐017‐01804‐2,,0,0,0,0
10.1186/s12911-018-0647-1,10.3402/gha.v6i0.21465.,10.3402/GHA.V6I0.21465,0,0,1,0
10.1145/271019.271027,10.5555/548716.822672,,0,0,0,0
10.4324/9781315647098-16,10.2307/j.ctv11sn32g,10.2307/j.ctv11sn32g,1,0,0,0
10.1080/01463373.2012.641833,10.1037/0022–3514.68.1.127,,0,0,0,0
10.1161/01.str.24.1.100,10.1161/str.23.9.1519281,,0,0,0,0
10.1161/01.str.26.10.1871,10.1161/res.74.5.8156623,,0,0,0,0
10.1080/01639625.2020.1787761,10.1177/1541204018778887.,10.1177/1541204018778887,0,0,1,0
10.1016/j.ijid.2020.11.161,10.1007/s10096-020-03913-9,10.1007/s10096-020-03913-9,1,0,0,0
10.1002/2017jd027345,10.1007/s00382‐015‐2573‐6,,0,0,0,0
10.1029/2010jg001407,10.1111/j.1365?3040.1995.tb00627.x,,0,0,0,0
10.1161/01.cir.92.12.3593,10.1161/circ.69.1.6357536,,0,0,0,0
10.1155/2016/2592935,10.1007/978-3-211-09469-3-2,,0,0,0,0
10.1145/3132847.3133120,10.5555/2014698.2014864,,0,0,0,0
10.1177/0959354319826725,10.1111/0022–4537.00168,,0,0,0,0
10.1161/hypertensionaha.115.05544,10.1161/hyp.28.5.898,,0,0,0,0
10.1161/circimaging.116.004805,10.1161/circ.104.3.249,,0,0,0,0
10.3389/fmed.2019.00253,10.1111/srt.12750.,10.1111/SRT.12750,0,0,1,0
10.1161/01.cir.103.9.1311,10.1161/circ.101.18.2193,,0,0,0,0
10.2307/1310178,10.2307/2461317,,0,0,0,0
10.1080/01973533.2014.881289,10.1002/eat.20433.,10.1002/EAT.20433,0,0,1,0
10.1049/mnl.2012.0888,10.1088/0960‐1317/17/7/004,,0,0,0,0
10.1161/01.str.0000096210.36741.e7,10.1161/str.31.6.1429,,0,0,0,0
10.1080/17441692.2019.1657925,10.14203/jki.v8i1.21,,0,0,0,0
10.1177/0004867419899717,10.1177/103985621877252.,,0,0,0,0
10.1007/978-981-15-4059-2_21,10.1002/app,,0,0,0,0
10.1080/19359705.2016.1182957,10.1037/0033–2909.133.2.328,,0,0,0,0
10.1007/s00289-019-03063-9,10.1016/j.apsusc.2016.11.16,,0,0,0,0
10.1161/strokeaha.117.020080,10.1161/circ.103.19.2365,,0,0,0,0
10.3280/ses2016-003008,10.1001/jama.284.23.300,,0,0,0,0
10.1007/978-3-663-13193-9_5,10.3790/978-3-428-42662-1,10.3790/978-3-428-42662-1,1,0,0,0
10.1007/978-981-13-2128-3_1,10.1175/1520-0493(2002),,0,0,0,0
10.1145/1527202.1527210,10.5555/31842,,0,0,0,0
10.1145/2654822.2541965,10.1145/191995.192056,,0,0,0,0
10.1161/01.cir.0000070932.22543.c1,10.1161/circ.41.3.449,,0,0,0,0
10.1080/02726351.2015.1051684,10.1016/j.jnnfm.2005.11.009.,10.1016/J.JNNFM.2005.11.009,0,0,1,0
10.1145/3377000.3377002,10.1145/3281548.3281551,10.1145/3281548.3281551,1,0,0,0
10.1161/01.res.68.4.1117,10.1161/circ.67.1.6183020,,0,0,0,0
10.1161/01.cir.0000024114.82981.ea,10.1161/circ.91.2.494,,0,0,0,0
10.1161/01.cir.82.2.609,10.1161/res.64.3.2917377,,0,0,0,0
10.2478/s11696-013-0420-y,10.1016/j.porgcoat.2011.01.004.http://dx.doi.org/10.1016/j.porgcoat.2011.01.004,10.1016/J.PORGCOAT.2011.01.004,0,1,0,0
10.1007/s11523-018-0567-0,10.18632/oncotarget.2883.,10.18632/ONCOTARGET.2883,0,0,1,0
10.1007/978-3-030-50439-7_8,10.5281/zenodo.3633400,10.5281/zenodo.3633400,1,0,0,0
10.1145/3001936,10.5555/1128020.1128563,,0,0,0,0
10.1155/2017/3597346,10.5829/idosi.wasj.2014.29.10.1640,,0,0,0,0
10.1002/bin.1715,10.1901/jaba.2012.45-685,10.1901/jaba.2012.45-685,1,0,0,0
10.2478/s11696-013-0376-y,10.1016/j.mseb.2006.12.016.http://dx.doi.org/10.1016/j.mseb.2006.12.016,10.1016/J.MSEB.2006.12.016,0,1,0,0
10.1145/3406865.3418319,10.5555/1358262.1358271,,0,0,0,0
10.3389/fpls.2019.01407,10.1007/s002329900,,0,0,0,0
10.1161/01.str.25.9.1784,10.1161/str.13.2.6801822,,0,0,0,0
10.1007/978-981-15-8629-3_1,10.2307/1816469,,0,0,0,0
10.1049/mnl.2018.5799,10.1016/0927‐0248(94)90010‐8,,0,0,0,0
10.1145/2808138.2808143,10.5555/646767.704301,,0,0,0,0
10.1145/2567935,10.5555/2120959.2121115,,0,0,0,0
10.1161/01.str.0000100158.51986.eb,10.1161/str.21.4.1691534,,0,0,0,0
10.1161/01.cir.86.6.1902,10.1161/str.20.5.2718196,,0,0,0,0
10.3390/nano8090640,10.15376/biores.12.4.8775-8785,,0,0,0,0
10.1161/01.str.20.6.778,10.1161/res.60.1.3568282,,0,0,0,0
10.1161/01.res.84.1.113,10.1161/circ.96.10.3593,,0,0,0,0
10.1161/01.cir.35.1.146,10.1161/circ.16.3.348,,0,0,0,0
10.1007/s11105-020-01194-2,10.0000/cyberleninka.ru/article/n/the-response-of-some-cowpea-vi,,0,0,0,0
10.1201/b22102-5,10.1007/s11515-011-1123-9,10.1007/s11515-011-1123-9,1,0,0,0
10.1161/01.hyp.27.3.330,10.1161/res.59.2.2874900,,0,0,0,0
10.1161/01.hyp.35.4.908,10.1161/hyp.31.1.283,,0,0,0,0
10.1145/502090.502099,10.5555/795663.796348,,0,0,0,0
10.1145/2737182.2737193,10.5555/2666036.2666044,,0,0,0,0
10.1177/0391398818806162,10.1111/aor.13074.,10.1111/AOR.13074,0,0,1,0
10.3389/fnbeh.2014.00167,10.1152/jn.00812.2001,,0,0,0,0
10.2478/s11696-014-0555-5,10.1039/a807778i.http://dx.doi.org/10.1039/a807778i,10.1039/A807778I,0,1,0,0
10.1161/01.res.78.1.15,10.1161/res.54.2.6319044,,0,0,0,0
10.1161/01.cir.95.1.97,10.1161/res.64.3.2783892,,0,0,0,0
10.1177/0192513x15593576,10.2307/1131980,,0,0,0,0
10.1080/15320383.2019.1592108,10.2225/vol6–issue3–fulltext–6,,0,0,0,0
10.1177/1550147719842152,10.1177/1550147717724308.,10.1177/1550147717724308,0,0,1,0
10.1161/hypertensionaha.119.13285,10.1161/hyp.38.3.399,,0,0,0,0
10.3233/ds-200028,10.5555/3042573.3042700,,0,0,0,0
10.3923/ajbs.2019.180.186,10.2448/journal.512.2017.41.8.19,,0,0,0,0
10.1007/978-981-13-1544-2_14,10.3389/fnins.2016.00584.5186786.pmid28082858.author,,0,0,0,0
10.17116/repro201723196-102,10.1016/j.ajog,,0,0,0,0
10.1161/atvbaha.114.303284,10.1161/circ.82.2.2372896,,0,0,0,0
10.1186/s13613-020-00679-3,10.1186/11358,10.1186/11358,1,0,0,0
10.3748/wjg.v20.i33.11595,10.1111/j.14783231.2009.02085.x,,0,0,0,0
10.1369/0022155419896802,10.1038/nrclinonc.2016.122.,10.1038/NRCLINONC.2016.122,0,0,1,0
10.1161/01.cir.87.4.1410,10.1161/circ.87.4.8462144,,0,0,0,0
10.1007/s10100-019-00627-y,10.1596/978-1-4648-1001-5,,0,0,0,0
10.1177/1073191113486513,10.1177/1073191113475808.,10.1177/1073191113475808,0,0,1,0
10.1145/2523088,10.5555/381473.381622,,0,0,0,0
10.1161/01.atv.20.8.1873,10.1161/res.77.1.7,,0,0,0,0
10.1007/s10708-020-10297-y,10.18111/wtobarometreegn,,0,0,0,0
10.1161/01.cir.89.2.762,10.1161/circ.86.1.1319854,,0,0,0,0
10.1111/2041-210x.12729,10.1111/1755‐0998.12556,,0,0,0,0
10.1161/circresaha.109.207456,10.1161/circ.97.17.1708,,0,0,0,0
10.1161/01.cir.0000118464.48959.1c,10.1161/res.69.4.1934334,,0,0,0,0
10.2478/s11696-013-0362-4,10.1038/1761171a0.http://dx.doi.org/10.1038/1761171a0,10.1038/1761171A0,0,1,0,0
10.1063/1.5136383,10.7148/2009–0855-0860,,0,0,0,0
10.1161/atvbaha.111.230987,10.1161/circ.98.7.678,,0,0,0,0
10.1080/0907676x.2015.1120760,10.1037/0033-2909.84.5.888.,10.1037/0033-2909.84.5.888,0,0,1,0
10.1161/01.cir.79.3.557,10.1161/circ.75.2.3802443,,0,0,0,0
10.1145/2487575.2487685,10.5555/2022850.2022884,,0,0,0,0
10.18826/useeabd.536833,10.5539/gjhs.v8n1p238.,10.5539/GJHS.V8N1P238,0,0,1,0
10.1080/15298868.2017.1385519,10.1002/ijop.1208210.1002/ijop.12082,,0,0,0,0
10.1145/2714064.2660233,10.5555/647762.735513,,0,0,0,0
10.1101/157792,10.1016/j.ajhg.2017.01.017.,10.1016/J.AJHG.2017.01.017,0,0,1,0
10.2514/6.2018-1034,"10.2514/1.c034421,",10.2514/1.C034421,0,0,1,0
10.1161/01.cir.88.2.509,10.1161/circ.55.5.557377,,0,0,0,0
10.1161/01.atv.18.12.1915,10.1161/res.70.2.1310447,,0,0,0,0
10.1161/circulationaha.104.492215,10.1161/circ.104.16.1905,,0,0,0,0
10.15237/gida.gd18089,10.1016/j.trac.2015.04.013.,10.1016/J.TRAC.2015.04.013,0,0,1,0
10.3389/fmicb.2018.02518,10.1099/00221287-73-145,,0,0,0,0
10.5817/cpr2017-2-30,10.1088/1748-9326/2/4/,,0,0,0,0
10.2307/4089171,10.2307/2460350,,0,0,0,0
10.1093/alcalc/agp060,10.1059/0003-4819-107-6-875,,0,0,0,0
10.1161/circresaha.114.300558,10.1161/circ.87.5.7683979,,0,0,0,0
10.1161/circulationaha.106.178104,10.1161/circ.87.2.8425287,,0,0,0,0
10.1080/01635581.2020.1817957,10.1002/1097-0142,,0,0,0,0
10.7717/peerj.7928,10.4454/jpp.v93i2.1199,,0,0,0,0
10.1007/978-1-4939-7165-7_1,10.1093/emboj/1761799,,0,0,0,0
10.3389/fphar.2017.00458,10.5829/idosi.ajbas.2014.6.6.21983,,0,0,0,0
10.1093/humrep/des216,10.1093/humrep/,,0,0,0,0
10.1161/01.str.0000063140.00091.a6,10.1161/str.33.3.850,,0,0,0,0
10.1177/1178223420974667,10.4161/cbt.6.2.3652.,10.4161/CBT.6.2.3652,0,0,1,0
10.1163/156939311798147033,10.1163/156939310790966213,10.1163/156939310790966213,1,0,0,0
10.1002/jaba.434,10.1901/jaba.2012.45-685,10.1901/jaba.2012.45-685,1,0,0,0
10.1161/01.hyp.2.1.53,10.1161/res.13.6.552,,0,0,0,0
10.2174/1389450120666190308144448,10.1016/j.jsbmb.2004.12.04615876404,,0,0,0,0
10.1145/3173574.3174087,10.5555/1006058.1006068,,0,0,0,0
10.1161/01.hyp.18.6.722,10.1161/res.41.1.862138,,0,0,0,0
10.1007/s40831-016-0090-4,10.7844/kirr,,0,0,0,0
10.1145/3145344.3145491,10.5555/1953048.2078195,,0,0,0,0
10.2174/1573406415666191004125551,10.1002/0471250953.bi0129s53],,0,0,0,0
10.1088/1755-1315/315/3/032032,10.3390/s170817813,,0,0,0,0
10.2478/s11696-013-0498-2,10.1517/17460441.2010.492827.http://dx.doi.org/10.1517/17460441.2010.492827,10.1517/17460441.2010.492827,0,1,0,0
10.1161/01.hyp.17.6.917,10.1161/res.66.1.2403863,,0,0,0,0
10.1177/153537020523000701,10.1177/153537020022300205,,0,0,0,0
10.1002/2016gl067715,10.1007/s00024‐008‐0302‐3,,0,0,0,0
10.1161/atvbaha.111.229070,10.1161/circ.104.5.522,,0,0,0,0
10.1145/3386569.3392378,10.5555/3225268.3225437,,0,0,0,0
10.2478/s11696-013-0391-z,10.1021/ac960042z.http://dx.doi.org/10.1021/ac960042z,10.1021/AC960042Z,0,1,0,0
10.1007/s00894-017-3491-9,10.1038/ncomms14429.,10.1038/NCOMMS14429,0,0,1,0
10.1161/01.atv.0000258416.47953.9a,10.1161/res.85.7.634,,0,0,0,0
10.1161/01.hyp.33.2.613,10.1161/hyp.27.3.760,,0,0,0,0
10.1161/circinterventions.113.000462,10.1161/circ.104.20.2401,,0,0,0,0
10.1007/978-3-030-33660-8_15,10.1016/j.ecns.2010.11.005.,10.1016/J.ECNS.2010.11.005,0,0,1,0
10.1080/14442213.2015.1047896,10.1080/14672710802505257.,10.1080/14672710802505257,0,0,1,0
10.1161/01.cir.98.15.1504,10.1161/circ.81.2.2297853,,0,0,0,0
10.1080/02757206.2015.1114480,10.1515/9780804786317,10.1515/9780804786317,1,0,0,0
10.1080/10409289.2011.569316,10.1111/j.1467–9507.2005.00320.x,,0,0,0,0
10.1088/1752-7163/aa9386,10.1158/1055-9965,,0,0,0,0
10.1145/3183713.3196913,10.5555/2804537.2804540,,0,0,0,0
10.1080/01932691.2014.996889,10.1061/1.4827025,,0,0,0,0
10.1161/circresaha.107.154781,10.1161/res.90.2.e17,,0,0,0,0
10.5406/ethnomusicology.58.2.0347,10.2307/41237561,,0,0,0,0
10.7554/elife.13273,10.1016/0092-8674(91)90071-6.,10.1016/0092-8674(91)90071-6,0,0,1,0
10.1145/3195970.3195991,10.5555/3199700.3199744,,0,0,0,0
10.2200/s00178ed1v01y200903sap005,10.1214/aoms,,0,0,0,0
10.1057/978-1-137-58621-6_3,10.1659/mrd-journal-d-17-00070,,0,0,0,0
10.1161/01.str.0000079818.08343.8c,10.1161/str.26.9.1724,,0,0,0,0
10.1161/01.hyp.9.2_pt_2.ii69,10.1161/circ.67.2.6848224,,0,0,0,0
10.1161/01.cir.96.10.3450,10.1161/hyp.25.6.1270,,0,0,0,0
10.1080/00949655.2011.579970,10.1093/imanum/22.3.329,10.1093/imanum/22.3.329,1,0,0,0
10.1111/jwas.12728,10.2193/2007-308,,0,0,0,0
10.1177/0016986218758443,10.2307/1132433,,0,0,0,0
10.1177/1368430217744648,10.1111/j.1540–4560.2009.01625.x,,0,0,0,0
10.1161/01.str.26.6.1086,10.1161/str.25.7.8023347,,0,0,0,0
10.1007/s10826-019-01559-6,10.4172/2378-5756.1000133,,0,0,0,0
10.1002/2016ja023454,10.1007/s11214‐008‐9404‐6,,0,0,0,0
10.1145/3298689.3346956,10.5555/3298483.3298627,,0,0,0,0
10.1155/2020/8850751,10.1080/15397734.2019.1675166.2019,,0,0,0,0
10.1002/per.1858,10.1037/0022–0167.51.1.115,,0,0,0,0
10.1161/01.cir.47.3.587,10.1161/circ.23.1.30,,0,0,0,0
10.1145/1129582.1129590,10.5555/874028.874134,,0,0,0,0
10.3389/fbuil.2020.574965,10.1002/eqe,,0,0,0,0
10.1161/circulationaha.106.650796,10.1161/circ.58.1.25720,,0,0,0,0
10.1017/asr.2016.31,10.4324/9780203001790,10.4324/9780203001790,1,0,0,0
10.1145/2623330.2623707,10.5555/1394399,,0,0,0,0
10.3389/fnins.2019.01436,10.1101/gad.14.11.1313,,0,0,0,0
10.1007/s00068-018-1042-4,10.1016/j.jse.2009.02,,0,0,0,0
10.1145/1959045.1959065,10.5555/1788814.1788842,,0,0,0,0
10.1161/01.cir.91.2.393,10.1161/circ.82.4.2401073,,0,0,0,0
10.1161/cir.0000000000000152,10.1161/circ.87.3.8443907,,0,0,0,0
10.12693/aphyspola.127.243,10.38/nmat1805,,0,0,0,0
10.1080/13554794.2013.770880,10.5014/ajot61.2.190,,0,0,0,0
10.1161/01.cir.98.22.2377,10.1161/circ.85.6.1591828,,0,0,0,0
10.1161/01.cir.101.4.439,10.1161/circ.91.5.1545,,0,0,0,0
10.1161/01.res.53.5.613,10.1161/res.50.4.7067058,,0,0,0,0
10.1017/9781108623957.027,10.1525/9780520944855,10.1525/9780520944855,1,0,0,0
10.3748/wjg.v24.i23.2501,10.1038/sj.bjc.660558,,0,0,0,0
10.1161/01.res.66.3.647,10.1161/circ.79.2.2536599,,0,0,0,0
10.2196/preprints.22653,10.1111/j.1365-3156.20102747.x,,0,0,0,0
10.1161/01.res.0000136344.27825.72,10.1161/res.89.10.866,,0,0,0,0
10.3390/ijerph17010257,10.3390/ijerph16183432-2018,,0,0,0,0
10.1161/01.res.47.4.568,10.1161/res.29.4.375,,0,0,0,0
10.1101/418301,10.18637/jss.v067.i0,,0,0,0,0
10.1161/01.cir.85.3.893,10.1161/circ.83.1.1984882,,0,0,0,0
10.1161/01.cir.48.2.253,10.1161/circ.33.4.545,,0,0,0,0
10.1080/21683603.2014.956955,10.1037/0003-066x.61.271,,0,0,0,0
10.2478/s11756-011-0149-4,10.1016/j.aquacu1ture.2005.11.007,,0,0,0,0
10.1145/123533.123573,10.5555/15294.15295,,0,0,0,0
10.1161/01.res.72.4.865,10.1161/circ.82.6.2242545,,0,0,0,0
10.1074/jbc.m210081200,10.1101/gad.14.13.1553,,0,0,0,0
10.1080/0092623x.2018.1533905,10.1097/00000637-200204000-0008,,0,0,0,0
10.1002/mar.20638,10.1016/0167-4870(95)00035-6.,10.1016/0167-4870(95)00035-6,0,0,1,0
10.3390/electronics7120428,10.3788/gzxb20184702.0212002,10.3788/gzxb20184702.0212002,1,0,0,0
10.1145/2954679.2872367,10.5555/1039834.1039864,,0,0,0,0
10.1007/978-3-319-39658-3_18,10.3201/eid0701.700024,,0,0,0,0
10.1201/b15345-10,10.7551/mitpress/11458.001.0001,10.7551/mitpress/11458.001.0001,1,0,0,0
10.1177/0300060520954697,10.3390/jcm9061780,10.3390/jcm9061780,1,0,0,0
10.1161/01.hyp.28.1.127,10.1161/hyp.25.6.1339,,0,0,0,0
10.1161/01.cir.85.4.1630,10.1161/circ.84.3.1884465,,0,0,0,0
10.1080/10978526.2016.1140582,10.1177/0170840603024006006.,10.1177/0170840603024006006,0,0,1,0
10.1016/j.cej.2020.126980,10.15376/biores.3.3.929-980,10.15376/biores.3.3.929-980,1,0,0,0
10.1007/s00248-020-01635-1,10.1128/microbiolspec,10.1128/microbiolspec,1,0,0,0
10.1186/s12864-015-1941-2,10.1186/1756-6606-3-35,10.1186/1756-6606-3-35,1,0,0,0
10.1145/3295460,10.5555/1809753,,0,0,0,0
10.35408/comuybd.495706,10.1016/j.jcrc.2007.12.004.,10.1016/J.JCRC.2007.12.004,0,0,1,0
10.1038/srep36064,10.1016/j.jns,,0,0,0,0
10.1145/2537948,10.5555/2392389.2392440,,0,0,0,0
10.1089/omi.2015.0128,10.5772–23223,,0,0,0,0
10.1080/0163853x.2019.1581588,10.1111/j.2044-­‐8260.1970.tb00668.x,,0,0,0,0
10.1145/2857218.2857238,10.5555/2017212.2017217,,0,0,0,0
10.1007/s40435-016-0239-9,10.1007/978-3-319-00933-9-17,,0,0,0,0
10.1088/2053-1591/ab1ef4,10.7503/cjcu-20170556,,0,0,0,0
10.5325/transportationj.53.1.0044,10.2307/2486548,,0,0,0,0
10.32725/kont.2019.050,10.5430/jnep.v2n4p,,0,0,0,0
10.2307/1367730,10.2307/2459634,,0,0,0,0
10.1177/8755122518755402,10.1503/cmaj.150067.,10.1503/CMAJ.150067,0,0,1,0
10.1161/01.res.68.6.1614,10.1161/circ.74.4.3757195,,0,0,0,0
10.1002/2013sw001007,10.1007/s11214‐008‐9341‐4,,0,0,0,0
10.1145/3232535,10.5555/2634074.2634141,,0,0,0,0
10.1002/nha3.20098,10.1177/1534484307300175s,,0,0,0,0
10.1080/11250003.2014.940007,10.1126/science.167.3915.131.,10.1126/SCIENCE.167.3915.131,0,0,1,0
10.1161/strokeaha.108.543009,10.1161/str.30.11.2502,,0,0,0,0
10.1080/02678292.2020.1773553,10.1080/02678292.2020.172305,,0,0,0,0
10.1177/0161734619879043,10.1117/1.2192804.,10.1117/1.2192804,0,0,1,0
10.1145/3318464.3384710,10.5555/1756006.1756007,,0,0,0,0
10.1097/aln.0b013e31829bdb4b,10.1186/11358,10.1186/11358,1,0,0,0
10.1161/01.hyp.27.3.442,10.1161/res.50.3.7060237,,0,0,0,0
10.1161/01.hyp.0000156879.83448.93,10.1161/hyp.31.1.435,,0,0,0,0
